,,,,,,
Interseccion,Horas de control,Atipico ,N,S,O,E
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,06:00 - 06:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,06:15 - 06:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,06:30 - 06:45,1,208,494,75,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,06:45 - 07:00,1,209,536,74,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,07:00 - 07:15,1,223,517,61,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,07:15 - 07:30,1,304,560,109,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,07:30 - 07:45,1,325,666,145,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,07:45 - 08:00,1,356,680,100,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,08:00 - 08:15,1,343,716,100,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,08:15 - 08:30,1,358,736,123,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,08:30 - 08:45,1,384,823,123,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,08:45 - 09:00,1,389,845,127,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,09:00 - 09:15,1,409,664,108,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,09:15 - 09:30,1,396,679,111,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,09:30 - 09:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,09:45 - 10:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,10:00 - 10:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,10:15 - 10:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,10:30 - 10:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,10:45 - 11:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,11:00 - 11:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,11:15 - 11:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,11:30 - 11:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,11:45 - 12:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,12:00 - 12:15,1,480,677,140,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,12:15 - 12:30,1,487,689,146,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,12:30 - 12:45,1,590,693,119,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,12:45 - 13:00,1,596,642,143,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,13:00 - 13:15,1,512,631,131,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,13:15 - 13:30,1,574,635,127,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,13:30 - 13:45,1,551,644,135,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,13:45 - 14:00,1,557,639,128,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,14:00 - 14:15,1,548,651,133,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,14:15 - 14:30,1,527,668,123,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,14:30 - 14:45,1,545,549,116,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,14:45 - 15:00,1,579,674,110,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,15:00 - 15:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,15:15 - 15:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,15:30 - 15:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,15:45 - 16:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,16:00 - 16:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,16:15 - 16:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,16:30 - 16:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,16:45 - 17:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,17:00 - 17:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,17:15 - 17:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,17:30 - 17:45,1,504,642,116,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,17:45 - 18:00,1,495,641,142,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,18:00 - 18:15,1,559,690,118,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,18:15 - 18:30,1,570,639,139,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,18:30 - 18:45,1,507,532,118,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,18:45 - 19:00,1,502,553,129,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,19:00 - 19:15,1,603,551,124,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,19:15 - 19:30,1,537,566,118,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,19:30 - 19:45,1,580,537,132,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,19:45 - 20:00,1,579,483,118,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,20:00 - 20:15,1,614,506,122,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,20:15 - 20:30,1,581,497,126,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,20:30 - 20:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,20:45 - 21:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,21:00 - 21:15,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,21:15 - 21:30,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,21:30 - 21:45,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta,21:45 - 22:00,1,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,06:00 - 06:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,06:15 - 06:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,06:30 - 06:45,0,270,827,136,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,06:45 - 07:00,0,326,993,116,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,07:00 - 07:15,0,330,1027,134,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,07:15 - 07:30,0,442,981,117,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,07:30 - 07:45,0,470,925,115,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,07:45 - 08:00,0,487,828,89,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,08:00 - 08:15,0,478,837,100,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,08:15 - 08:30,0,405,784,83,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,08:30 - 08:45,0,360,811,89,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,08:45 - 09:00,0,401,707,88,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,09:00 - 09:15,0,403,673,84,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,09:15 - 09:30,0,457,673,91,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,09:30 - 09:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,09:45 - 10:00,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,10:00 - 10:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,10:15 - 10:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,10:30 - 10:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,10:45 - 11:00,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,11:00 - 11:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,11:15 - 11:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,11:30 - 11:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,11:45 - 12:00,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,12:00 - 12:15,0,427,585,103,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,12:15 - 12:30,0,440,529,93,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,12:30 - 12:45,0,514,589,135,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,12:45 - 13:00,0,459,626,113,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,13:00 - 13:15,0,440,549,91,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,13:15 - 13:30,0,503,564,90,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,13:30 - 13:45,0,496,569,89,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,13:45 - 14:00,0,480,569,105,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,14:00 - 14:15,0,519,581,96,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,14:15 - 14:30,0,466,678,108,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,14:30 - 14:45,0,486,607,87,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,14:45 - 15:00,0,431,703,80,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,15:00 - 15:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,15:15 - 15:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,15:30 - 15:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,15:45 - 16:00,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,16:00 - 16:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,16:15 - 16:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,16:30 - 16:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,16:45 - 17:00,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,17:00 - 17:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,17:15 - 17:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,17:30 - 17:45,0,470,614,109,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,17:45 - 18:00,0,575,575,119,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,18:00 - 18:15,0,519,578,83,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,18:15 - 18:30,0,543,604,73,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,18:30 - 18:45,0,541,557,84,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,18:45 - 19:00,0,557,535,68,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,19:00 - 19:15,0,527,505,86,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,19:15 - 19:30,0,483,518,75,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,19:30 - 19:45,0,535,576,70,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,19:45 - 20:00,0,559,549,76,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,20:00 - 20:15,0,574,519,67,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,20:15 - 20:30,0,454,453,70,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,20:30 - 20:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,20:45 - 21:00,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,21:00 - 21:15,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,21:15 - 21:30,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,21:30 - 21:45,0,0,0,0,0
61_SS34-01_Av. Los Próceres - Ingreso A La Cruceta_Día_Típico,21:45 - 22:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,06:00 - 06:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,06:15 - 06:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,06:30 - 06:45,1,107,317,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,06:45 - 07:00,1,108,365,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,07:00 - 07:15,1,94,376,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,07:15 - 07:30,1,126,411,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,07:30 - 07:45,1,142,475,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,07:45 - 08:00,1,145,494,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,08:00 - 08:15,1,128,509,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,08:15 - 08:30,1,161,512,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,08:30 - 08:45,1,175,514,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,08:45 - 09:00,1,155,515,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,09:00 - 09:15,1,173,449,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,09:15 - 09:30,1,140,476,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,09:30 - 09:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,09:45 - 10:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,10:00 - 10:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,10:15 - 10:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,10:30 - 10:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,10:45 - 11:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,11:00 - 11:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,11:15 - 11:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,11:30 - 11:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,11:45 - 12:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,12:00 - 12:15,1,197,481,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,12:15 - 12:30,1,192,533,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,12:30 - 12:45,1,272,585,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,12:45 - 13:00,1,249,559,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,13:00 - 13:15,1,265,517,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,13:15 - 13:30,1,247,537,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,13:30 - 13:45,1,242,483,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,13:45 - 14:00,1,241,537,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,14:00 - 14:15,1,223,488,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,14:15 - 14:30,1,225,531,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,14:30 - 14:45,1,226,478,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,14:45 - 15:00,1,228,492,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,15:00 - 15:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,15:15 - 15:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,15:30 - 15:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,15:45 - 16:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,16:00 - 16:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,16:15 - 16:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,16:30 - 16:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,16:45 - 17:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,17:00 - 17:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,17:15 - 17:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,17:30 - 17:45,1,233,484,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,17:45 - 18:00,1,227,506,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,18:00 - 18:15,1,240,492,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,18:15 - 18:30,1,248,485,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,18:30 - 18:45,1,202,478,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,18:45 - 19:00,1,237,419,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,19:00 - 19:15,1,276,443,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,19:15 - 19:30,1,240,450,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,19:30 - 19:45,1,273,417,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,19:45 - 20:00,1,256,421,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,20:00 - 20:15,1,273,408,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,20:15 - 20:30,1,261,480,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,20:30 - 20:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,20:45 - 21:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,21:00 - 21:15,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,21:15 - 21:30,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,21:30 - 21:45,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Atípico,21:45 - 22:00,1,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,06:00 - 06:15,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,06:15 - 06:30,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,06:30 - 06:45,0,107,520,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,06:45 - 07:00,0,124,570,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,07:00 - 07:15,0,116,534,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,07:15 - 07:30,0,156,614,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,07:30 - 07:45,0,150,568,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,07:45 - 08:00,0,175,539,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,08:00 - 08:15,0,150,498,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,08:15 - 08:30,0,137,508,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,08:30 - 08:45,0,105,508,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,08:45 - 09:00,0,167,501,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,09:00 - 09:15,0,189,514,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,09:15 - 09:30,0,203,464,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,09:30 - 09:45,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,09:45 - 10:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,10:00 - 10:15,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,10:15 - 10:30,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,10:30 - 10:45,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,10:45 - 11:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,11:00 - 11:15,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,11:15 - 11:30,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,11:30 - 11:45,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,11:45 - 12:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,12:00 - 12:15,0,198,482,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,12:15 - 12:30,0,225,437,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,12:30 - 12:45,0,257,504,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,12:45 - 13:00,0,203,512,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,13:00 - 13:15,0,269,444,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,13:15 - 13:30,0,245,476,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,13:30 - 13:45,0,202,468,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,13:45 - 14:00,0,236,490,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,14:00 - 14:15,0,247,447,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,14:15 - 14:30,0,240,507,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,14:30 - 14:45,0,271,514,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,14:45 - 15:00,0,227,500,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,15:00 - 15:15,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,15:15 - 15:30,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,15:30 - 15:45,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,15:45 - 16:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,16:00 - 16:15,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,16:15 - 16:30,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,16:30 - 16:45,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,16:45 - 17:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,17:00 - 17:15,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,17:15 - 17:30,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,17:30 - 17:45,0,221,492,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,17:45 - 18:00,0,237,480,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,18:00 - 18:15,0,272,404,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,18:15 - 18:30,0,207,441,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,18:30 - 18:45,0,226,457,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,18:45 - 19:00,0,214,455,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,19:00 - 19:15,0,228,429,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,19:15 - 19:30,0,214,444,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,19:30 - 19:45,0,218,452,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,19:45 - 20:00,0,224,457,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,20:00 - 20:15,0,218,477,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,20:15 - 20:30,0,210,471,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,20:30 - 20:45,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,20:45 - 21:00,0,0,0,0,0
62_SS35-01_Av. Los Próceres - Alt ESSALUD_Día_Típico,21:00 - 21:15,0,0,0,0,0
